ID	Nom
220	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1495
221	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1496
222	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1498
223	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1499
224	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1529
225	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1531
226	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1561
227	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1565
228	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1091
229	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1133
230	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1189
231	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1190
232	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1192
233	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1193
234	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1194
235	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1195
236	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1199
237	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1200
238	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1566
239	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1017
240	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1021
241	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1075
242	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1076
243	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1077
244	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1080
245	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1097
246	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1184
247	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1210
248	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1534
249	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1563
